sample_id,score,minority_pixels,minority_buildings,background_pixels,no_damage_pixels,minor_damage_pixels,major_damage_pixels,destroyed_pixels,background_buildings,no_damage_buildings,minor_damage_buildings,major_damage_buildings,destroyed_buildings,pre_image,post_image,pre_label,post_label
woolsey-fire_00000471,39.7627,599,8,1045634,1266,415,184,1077,0,9,6,2,7,data/tier3/train/images/woolsey-fire_00000471_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000471_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000471_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000471_post_disaster.json
portugal-wildfire_00001719,39.531,4020,10,1024715,16864,1625,2395,2977,0,53,2,8,8,data/tier3/train/images/portugal-wildfire_00001719_pre_disaster.png,data/tier3/train/images/portugal-wildfire_00001719_post_disaster.png,data/tier3/train/labels/portugal-wildfire_00001719_pre_disaster.json,data/tier3/train/labels/portugal-wildfire_00001719_post_disaster.json
nepal-flooding_00000597,39.454299999999996,7037,8,996215,45324,6716,321,0,0,96,6,2,0,data/tier3/train/images/nepal-flooding_00000597_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000597_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000597_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000597_post_disaster.json
nepal-flooding_00000534,39.0618,2966,11,1045107,0,860,2106,503,0,0,2,9,2,data/tier3/train/images/nepal-flooding_00000534_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000534_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000534_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000534_post_disaster.json
nepal-flooding_00000158,38.6022,3650,9,1044926,0,2536,1114,0,0,0,5,4,0,data/tier3/train/images/nepal-flooding_00000158_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000158_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000158_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000158_post_disaster.json
woolsey-fire_00000497,37.5257,4321,8,1021417,20367,1147,3174,2471,0,49,4,4,8,data/tier3/train/images/woolsey-fire_00000497_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000497_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000497_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000497_post_disaster.json
nepal-flooding_00000608,37.309,4618,7,812199,231759,4618,0,0,0,460,7,0,0,data/tier3/train/images/nepal-flooding_00000608_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000608_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000608_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000608_post_disaster.json
nepal-flooding_00000448,37.189099999999996,2413,8,992773,53390,2326,87,0,0,68,6,2,0,data/tier3/train/images/nepal-flooding_00000448_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000448_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000448_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000448_post_disaster.json
woolsey-fire_00000014,36.9462,2910,8,1034243,4930,366,2544,6493,0,18,2,6,16,data/tier3/train/images/woolsey-fire_00000014_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000014_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000014_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000014_post_disaster.json
nepal-flooding_00000287,36.908500000000004,3817,7,1027045,17714,3817,0,0,0,49,7,0,0,data/tier3/train/images/nepal-flooding_00000287_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000287_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000287_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000287_post_disaster.json
woolsey-fire_00000476,36.8725,1745,7,1039833,6797,1745,0,201,0,18,7,0,2,data/tier3/train/images/woolsey-fire_00000476_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000476_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000476_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000476_post_disaster.json
nepal-flooding_00000611,35.9717,2773,10,1044698,641,699,2074,464,0,4,2,8,2,data/tier3/train/images/nepal-flooding_00000611_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000611_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000611_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000611_post_disaster.json
nepal-flooding_00000613,35.842200000000005,8378,9,1029460,10738,1644,6734,0,0,18,3,6,0,data/tier3/train/images/nepal-flooding_00000613_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000613_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000613_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000613_post_disaster.json
woolsey-fire_00000329,35.6525,1305,4,968473,64434,1305,0,14364,0,111,4,0,30,data/tier3/train/images/woolsey-fire_00000329_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000329_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000329_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000329_post_disaster.json
nepal-flooding_00000101,35.562,1124,7,1032468,14984,1124,0,0,0,50,7,0,0,data/tier3/train/images/nepal-flooding_00000101_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000101_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000101_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000101_post_disaster.json
nepal-flooding_00000557,35.4566,2400,8,1037673,8114,1183,1217,389,0,10,5,3,1,data/tier3/train/images/nepal-flooding_00000557_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000557_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000557_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000557_post_disaster.json
nepal-flooding_00000016,35.384,768,7,1035450,12358,768,0,0,0,79,7,0,0,data/tier3/train/images/nepal-flooding_00000016_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000016_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000016_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000016_post_disaster.json
nepal-flooding_00000598,35.3816,4860,7,1043716,0,4618,242,0,0,0,6,1,0,data/tier3/train/images/nepal-flooding_00000598_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000598_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000598_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000598_post_disaster.json
nepal-flooding_00000089,35.328,656,7,1047375,545,656,0,0,0,5,7,0,0,data/tier3/train/images/nepal-flooding_00000089_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000089_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000089_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000089_post_disaster.json
nepal-flooding_00000196,35.288,576,7,1040053,7947,576,0,0,0,56,7,0,0,data/tier3/train/images/nepal-flooding_00000196_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000196_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000196_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000196_post_disaster.json
nepal-flooding_00000013,35.193799999999996,6670,8,937432,104283,3464,3206,191,0,249,4,4,1,data/tier3/train/images/nepal-flooding_00000013_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000013_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000013_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000013_post_disaster.json
nepal-flooding_00000505,35.125,2476,8,1044102,1998,1911,565,0,0,12,5,3,0,data/tier3/train/images/nepal-flooding_00000505_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000505_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000505_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000505_post_disaster.json
nepal-flooding_00000076,35.0165,10033,6,1004249,34294,10033,0,0,0,77,6,0,0,data/tier3/train/images/nepal-flooding_00000076_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000076_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000076_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000076_post_disaster.json
portugal-wildfire_00000637,34.8145,4461,8,1027003,16437,2381,2080,675,0,31,4,4,2,data/tier3/train/images/portugal-wildfire_00000637_pre_disaster.png,data/tier3/train/images/portugal-wildfire_00000637_post_disaster.png,data/tier3/train/labels/portugal-wildfire_00000637_pre_disaster.json,data/tier3/train/labels/portugal-wildfire_00000637_post_disaster.json
nepal-flooding_00000589,34.7051,3663,7,1036266,8647,3031,632,0,0,17,6,1,0,data/tier3/train/images/nepal-flooding_00000589_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000589_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000589_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000589_post_disaster.json
nepal-flooding_00000530,34.6079,6247,8,998609,43720,3669,2578,0,0,88,4,4,0,data/tier3/train/images/nepal-flooding_00000530_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000530_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000530_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000530_post_disaster.json
nepal-flooding_00000077,34.2281,1741,9,970468,76325,1029,712,42,0,263,3,6,1,data/tier3/train/images/nepal-flooding_00000077_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000077_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000077_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000077_post_disaster.json
nepal-flooding_00000138,33.7712,2380,9,980292,65904,286,2094,0,0,312,3,6,0,data/tier3/train/images/nepal-flooding_00000138_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000138_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000138_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000138_post_disaster.json
nepal-flooding_00000590,33.433699999999995,5099,7,1043477,0,4520,579,0,0,0,5,2,0,data/tier3/train/images/nepal-flooding_00000590_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000590_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000590_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000590_post_disaster.json
nepal-flooding_00000222,33.417300000000004,847,7,1031633,16096,816,31,0,0,115,6,1,0,data/tier3/train/images/nepal-flooding_00000222_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000222_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000222_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000222_post_disaster.json
nepal-flooding_00000496,32.263,4526,6,1041299,2751,4526,0,0,0,11,6,0,0,data/tier3/train/images/nepal-flooding_00000496_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000496_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000496_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000496_post_disaster.json
nepal-flooding_00000127,31.9899,2117,7,1038269,8190,1774,343,0,0,20,5,2,0,data/tier3/train/images/nepal-flooding_00000127_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000127_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000127_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000127_post_disaster.json
nepal-flooding_00000059,31.947,1894,6,1045472,1093,1894,0,117,0,4,6,0,2,data/tier3/train/images/nepal-flooding_00000059_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000059_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000059_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000059_post_disaster.json
woolsey-fire_00000034,31.898,1796,5,1039160,1680,1796,0,5940,0,5,5,0,12,data/tier3/train/images/woolsey-fire_00000034_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000034_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000034_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000034_post_disaster.json
pinery-bushfire_00001258,31.1145,1229,6,1045696,1426,1229,0,225,0,8,6,0,1,data/tier3/train/images/pinery-bushfire_00001258_pre_disaster.png,data/tier3/train/images/pinery-bushfire_00001258_post_disaster.png,data/tier3/train/labels/pinery-bushfire_00001258_pre_disaster.json,data/tier3/train/labels/pinery-bushfire_00001258_post_disaster.json
nepal-flooding_00000553,31.1025,2205,6,985524,60847,2205,0,0,0,165,6,0,0,data/tier3/train/images/nepal-flooding_00000553_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000553_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000553_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000553_post_disaster.json
nepal-flooding_00000277,30.897,1794,6,1015115,31667,1794,0,0,0,154,6,0,0,data/tier3/train/images/nepal-flooding_00000277_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000277_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000277_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000277_post_disaster.json
portugal-wildfire_00000188,30.8255,651,6,1030623,17099,651,0,203,0,57,6,0,1,data/tier3/train/images/portugal-wildfire_00000188_pre_disaster.png,data/tier3/train/images/portugal-wildfire_00000188_post_disaster.png,data/tier3/train/labels/portugal-wildfire_00000188_pre_disaster.json,data/tier3/train/labels/portugal-wildfire_00000188_post_disaster.json
woolsey-fire_00000035,30.4447,1105,5,1034385,6223,566,539,6863,0,21,2,3,22,data/tier3/train/images/woolsey-fire_00000035_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000035_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000035_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000035_post_disaster.json
nepal-flooding_00000084,30.244,718,8,1033442,14416,143,575,0,0,68,3,5,0,data/tier3/train/images/nepal-flooding_00000084_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000084_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000084_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000084_post_disaster.json
woolsey-fire_00000484,30.049500000000002,1123,6,1038086,8740,1063,60,627,0,27,5,1,3,data/tier3/train/images/woolsey-fire_00000484_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000484_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000484_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000484_post_disaster.json
nepal-flooding_00000113,29.9812,2296,7,1038747,7533,1462,834,0,0,26,4,3,0,data/tier3/train/images/nepal-flooding_00000113_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000113_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000113_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000113_post_disaster.json
pinery-bushfire_00000582,29.4873,2407,6,1042204,1977,1326,1081,1988,0,7,4,2,5,data/tier3/train/images/pinery-bushfire_00000582_pre_disaster.png,data/tier3/train/images/pinery-bushfire_00000582_post_disaster.png,data/tier3/train/labels/pinery-bushfire_00000582_pre_disaster.json,data/tier3/train/labels/pinery-bushfire_00000582_post_disaster.json
woolsey-fire_00000061,28.8027,755,5,1041754,0,381,374,6067,0,0,4,1,11,data/tier3/train/images/woolsey-fire_00000061_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000061_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000061_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000061_post_disaster.json
nepal-flooding_00000009,28.7489,2805,7,1045178,509,2037,768,84,0,2,3,4,1,data/tier3/train/images/nepal-flooding_00000009_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000009_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000009_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000009_post_disaster.json
nepal-flooding_00000391,28.3307,755,5,1045529,0,521,234,2292,0,0,3,2,14,data/tier3/train/images/nepal-flooding_00000391_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000391_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000391_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000391_post_disaster.json
nepal-flooding_00000537,28.038899999999998,2467,7,1008408,37701,1494,973,0,0,72,3,4,0,data/tier3/train/images/nepal-flooding_00000537_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000537_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000537_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000537_post_disaster.json
woolsey-fire_00000472,27.9577,4243,5,920715,115957,3424,819,7661,0,115,4,1,6,data/tier3/train/images/woolsey-fire_00000472_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000472_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000472_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000472_post_disaster.json
nepal-flooding_00000543,27.8405,5681,5,1013660,29235,5681,0,0,0,47,5,0,0,data/tier3/train/images/nepal-flooding_00000543_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000543_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000543_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000543_post_disaster.json
nepal-flooding_00000145,27.4806,2214,6,1041082,5201,1582,632,79,0,18,4,2,1,data/tier3/train/images/nepal-flooding_00000145_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000145_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000145_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000145_post_disaster.json
nepal-flooding_00000527,27.3125,2625,5,951236,94512,2625,0,203,0,190,5,0,2,data/tier3/train/images/nepal-flooding_00000527_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000527_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000527_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000527_post_disaster.json
nepal-flooding_00000407,27.2504,648,7,970403,77525,280,368,0,0,316,3,4,0,data/tier3/train/images/nepal-flooding_00000407_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000407_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000407_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000407_post_disaster.json
nepal-flooding_00000216,27.0425,3085,5,1030219,15204,3085,0,68,0,57,5,0,1,data/tier3/train/images/nepal-flooding_00000216_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000216_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000216_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000216_post_disaster.json
nepal-flooding_00000133,26.6405,3281,5,1002123,43172,3281,0,0,0,104,5,0,0,data/tier3/train/images/nepal-flooding_00000133_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000133_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000133_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000133_post_disaster.json
nepal-flooding_00000376,26.2243,541,6,1037082,10953,310,231,0,0,52,4,2,0,data/tier3/train/images/nepal-flooding_00000376_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000376_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000376_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000376_post_disaster.json
portugal-wildfire_00001801,26.0604,1736,5,1032002,8223,198,1538,6615,0,23,1,4,17,data/tier3/train/images/portugal-wildfire_00001801_pre_disaster.png,data/tier3/train/images/portugal-wildfire_00001801_post_disaster.png,data/tier3/train/labels/portugal-wildfire_00001801_pre_disaster.json,data/tier3/train/labels/portugal-wildfire_00001801_post_disaster.json
nepal-flooding_00000073,26.0415,1083,5,1003688,43667,1083,0,138,0,115,5,0,1,data/tier3/train/images/nepal-flooding_00000073_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000073_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000073_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000073_post_disaster.json
portugal-wildfire_00001684,25.8924,2056,7,1041727,3538,1378,678,1255,0,10,1,6,4,data/tier3/train/images/portugal-wildfire_00001684_pre_disaster.png,data/tier3/train/images/portugal-wildfire_00001684_post_disaster.png,data/tier3/train/labels/portugal-wildfire_00001684_pre_disaster.json,data/tier3/train/labels/portugal-wildfire_00001684_post_disaster.json
nepal-flooding_00000080,25.8756,998,6,1044224,3157,381,617,197,0,7,3,3,3,data/tier3/train/images/nepal-flooding_00000080_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000080_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000080_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000080_post_disaster.json
nepal-flooding_00000402,25.8025,1605,5,1038552,8419,1605,0,0,0,34,5,0,0,data/tier3/train/images/nepal-flooding_00000402_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000402_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000402_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000402_post_disaster.json
nepal-flooding_00000570,25.4248,3310,6,1045266,0,2159,1151,0,0,0,3,3,0,data/tier3/train/images/nepal-flooding_00000570_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000570_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000570_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000570_post_disaster.json
nepal-flooding_00000294,25.1925,385,5,1048191,0,385,0,0,0,0,5,0,0,data/tier3/train/images/nepal-flooding_00000294_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000294_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000294_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000294_post_disaster.json
woolsey-fire_00000075,24.602800000000002,244,5,1048022,114,148,96,196,0,2,4,1,3,data/tier3/train/images/woolsey-fire_00000075_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000075_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000075_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000075_post_disaster.json
nepal-flooding_00000316,24.4803,1195,6,1041174,6207,609,586,0,0,38,3,3,0,data/tier3/train/images/nepal-flooding_00000316_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000316_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000316_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000316_post_disaster.json
nepal-flooding_00000520,24.1222,3326,7,1045250,0,622,2704,0,0,0,1,6,0,data/tier3/train/images/nepal-flooding_00000520_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000520_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000520_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000520_post_disaster.json
nepal-flooding_00000004,23.968400000000003,1070,5,1039519,7842,737,333,145,0,17,4,1,1,data/tier3/train/images/nepal-flooding_00000004_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000004_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000004_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000004_post_disaster.json
woolsey-fire_00000330,23.668,3336,4,1026858,11279,3336,0,7103,0,21,4,0,4,data/tier3/train/images/woolsey-fire_00000330_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000330_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000330_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000330_post_disaster.json
nepal-flooding_00000451,23.4944,1028,5,989331,58217,930,98,0,0,248,4,1,0,data/tier3/train/images/nepal-flooding_00000451_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000451_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000451_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000451_post_disaster.json
nepal-flooding_00000159,23.389599999999998,1020,7,1045313,2243,418,602,0,0,9,1,6,0,data/tier3/train/images/nepal-flooding_00000159_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000159_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000159_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000159_post_disaster.json
woolsey-fire_00000862,22.941200000000002,3284,4,1029698,12285,2280,1004,3309,0,17,3,1,7,data/tier3/train/images/woolsey-fire_00000862_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000862_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000862_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000862_post_disaster.json
portugal-wildfire_00001548,22.2973,739,5,1042395,4938,378,361,504,0,8,3,2,2,data/tier3/train/images/portugal-wildfire_00001548_pre_disaster.png,data/tier3/train/images/portugal-wildfire_00001548_post_disaster.png,data/tier3/train/labels/portugal-wildfire_00001548_pre_disaster.json,data/tier3/train/labels/portugal-wildfire_00001548_post_disaster.json
woolsey-fire_00000475,22.2802,2432,4,1022249,13463,253,2179,10432,0,23,2,2,11,data/tier3/train/images/woolsey-fire_00000475_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000475_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000475_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000475_post_disaster.json
woolsey-fire_00000833,22.2298,1526,4,1034003,7422,1360,166,5625,0,21,3,1,7,data/tier3/train/images/woolsey-fire_00000833_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000833_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000833_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000833_post_disaster.json
portugal-wildfire_00000588,21.9908,1544,6,1003322,43006,138,1406,704,0,189,1,5,3,data/tier3/train/images/portugal-wildfire_00000588_pre_disaster.png,data/tier3/train/images/portugal-wildfire_00000588_post_disaster.png,data/tier3/train/labels/portugal-wildfire_00000588_pre_disaster.json,data/tier3/train/labels/portugal-wildfire_00000588_post_disaster.json
woolsey-fire_00000723,21.8221,911,3,1019716,8679,244,667,19270,0,9,1,2,21,data/tier3/train/images/woolsey-fire_00000723_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000723_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000723_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000723_post_disaster.json
portugal-wildfire_00001659,21.7429,3639,5,1023444,17075,756,2883,4418,0,28,1,4,7,data/tier3/train/images/portugal-wildfire_00001659_pre_disaster.png,data/tier3/train/images/portugal-wildfire_00001659_post_disaster.png,data/tier3/train/labels/portugal-wildfire_00001659_pre_disaster.json,data/tier3/train/labels/portugal-wildfire_00001659_post_disaster.json
pinery-bushfire_00000551,21.5216,4200,4,1037971,4159,3808,392,2246,0,8,3,1,3,data/tier3/train/images/pinery-bushfire_00000551_pre_disaster.png,data/tier3/train/images/pinery-bushfire_00000551_post_disaster.png,data/tier3/train/labels/pinery-bushfire_00000551_pre_disaster.json,data/tier3/train/labels/pinery-bushfire_00000551_post_disaster.json
portugal-wildfire_00000136,21.483400000000003,1228,5,1042515,4833,575,653,0,0,13,3,2,0,data/tier3/train/images/portugal-wildfire_00000136_pre_disaster.png,data/tier3/train/images/portugal-wildfire_00000136_post_disaster.png,data/tier3/train/labels/portugal-wildfire_00000136_pre_disaster.json,data/tier3/train/labels/portugal-wildfire_00000136_post_disaster.json
nepal-flooding_00000605,21.406,2812,4,959509,86255,2812,0,0,0,127,4,0,0,data/tier3/train/images/nepal-flooding_00000605_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000605_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000605_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000605_post_disaster.json
portugal-wildfire_00001766,21.358300000000003,1799,4,1003108,42211,1593,206,1458,0,78,3,1,5,data/tier3/train/images/portugal-wildfire_00001766_pre_disaster.png,data/tier3/train/images/portugal-wildfire_00001766_post_disaster.png,data/tier3/train/labels/portugal-wildfire_00001766_pre_disaster.json,data/tier3/train/labels/portugal-wildfire_00001766_post_disaster.json
portugal-wildfire_00001820,21.311300000000003,939,5,1023489,23057,148,791,1091,0,98,1,4,8,data/tier3/train/images/portugal-wildfire_00001820_pre_disaster.png,data/tier3/train/images/portugal-wildfire_00001820_post_disaster.png,data/tier3/train/labels/portugal-wildfire_00001820_pre_disaster.json,data/tier3/train/labels/portugal-wildfire_00001820_post_disaster.json
